labels,tweets
0,hope good flight wish flight would landed little south
0,costa rica many time nothing happened suppose delicate enough
0,play teasing fuckin muggy kinda ruined bday something
1,mimi bought teddy bear give come brazil cute hope give teddy bear love
1,finally back blocked work love disneyland first time
1,love alright hair color look pretty
1,actually windy ready yesterday malah hujan deres
1,hearing story life iceland
1,course little addicted johnny money purchased
0,sweet tomato exhibit self control almost dead
1,well okey carry dinnertime anyway
0,last tour leave greyhound thanks everyone helped make trip vacation
1,love song love singing
0,back huntington probably last visit move
1,watching twilight like time edward cullen
0,post arabic mero omar mesh terody message betay howa enek mesh hatery
1,take said hour friend nyte nyte tweeple
1,ing loud chastised cute fuzzy little self strictly whilst giving tiny string cheese
1,mile gave good workout time recover formula shower
0,wish tanning weather jelous
1,cannot wait moon movie
0,ing loud nice good time loch lomond
1,wayi sitting hollister jacket bacause cannot find robe ed hard
0,birthday tomorrow alright taking hope rained
0,feel sick nose stuffed throat still sore taken kind strepsils need fluff
1,william daddy morning already rearing unfortunately daddy dragging
1,pool perfect full moon warm slightly breezy need order like
1,miss pong eberswalder strasse cool never seen anything like
1,quad mapped tittabawassee going good
0,dream sonoma last night dream
1,illy note book geek another keep good work sigh missed great espresso
1,love alright love boot
0,chose feature option needed others used option vanished
1,coming home virgina home till though much traffic
0,many clothes need chuck hate take long
0,said hard away family
1,followed look forward alright tweet
0,sound good hoping looking window chance
1,really turned great least moment blue sunny
0,effing stuck house nothing
1,love fact friend alright older
0,life hand lemon avoid cutting open alright hand slicing
1,guess girl stay girl stone came frenemy girl night well kidding
1,summer final cover diff font made final final cover font hard
0,tell leave alone please know standing knowing
1,learn learn make answer easier drinking friend tonight
1,working lunch meeting later ready good week
0,cannot wait wend hopefully better headache cannot knit
1,reply button sure anything unless different kelly
0,thought hell kitchen ramsay thing nobody ramsay back
0,okey kind twitter going phone
1,heading home xkeys five
0,ouch feel hate sorethroats genuine remedy take past
1,cool cannot even believe crossed wifi plane threshold cool
1,naman send alright picture kunin punta namin dyan week
1,hell feel mate least alright giving crack
1,kind week thrilled pair crocs ready needed turnaround crocs feel good
1,miss special bread roll
0,weekend office suck time
1,fact alright pixar film brought edge tear fact pete docter directed thanks pete
1,cuti gledao film shawshank redemption robinsom extra film
1,came back post carnival wish ing loud
1,anarbor band week sportscenter week
1,would like join vside basically awesomer
0,like official june lesbian pride month
1,blazed problem left library closing time film
0,next week daddy work conference right outside chicago time come city prob
1,good morning thanks retweet
1,skating right heard larger life
0,done actually done well
1,downloaded tweetdeck trying right
1,know meant grounded grounder
0,miss think trip cali order
0,like labrador water world buried hydrangea
1,awesome group repost tweet please
1,endure really alright strong really worth learn learn every goodbye learn
0,really going hard time staying awake ready
0,finally crashed energy drink sleep week mall alone
1,mcdonalds breakfast mcgriddle long hopefully shit
1,school last term week school
1,lighter moment levity okey
1,nothing quite like nice alright home work tone nicely make office
1,ing loud well know kinda whatcha ready
1,alright dbase beta stage fiarest know info areeleased stay tuned
1,moved monitor closer uncovered huge amount dust needed tidy hopefully reduce eyestrain
0,sammy style sammy style doggie cannot believe know half
0,closest krispy kreme highway wound star donut clement happy donut ness best
0,good terminator film rubbish gutted
1,wait till stage bored health violation cause needle stickin outt stupid
0,wish college double english hope like
0,want play rollercoaster tycoon cannot find disc anywhere
1,guitar hero kinda rock guitar
0,seems brazilian alright mean appreciating wgat done
0,running late work feeling good
1,like justin last year agree mcfly would best
0,dreading going back school tomorrow
1,jsem nehorznej bordel bych siter taky mohla vyloit hyper vtejte realit
0,singing nephew little weather frustrated cannot breathe thru nose
0,want lonster shrimp lobster wish opened late
0,shane williams drop ball line lion still royal
0,know exercised morning seems excuse
0,unfortunatly awake ready work please rewind night need hour
0,know people particular good
0,cannot sleep anymore dream going kill unsure really need talk
1,bizarre food looking forward bizarre world andrew hero
0,back work week holiday thanks heather matt nice yesterday look like another scorcher ready
1,interesting thanks follow love alright song wink moar please
0,possibly worst exam life
0,dying plague better known sinus infection total crankypants
1,goodness justine alright still well alright nice tomorrow
0,good hate science learn theory rachel little grammar checker
0,want star trek cannot june
1,forced tweet micthell cruel person
0,mann movie award alright coming decision decision
1,congrats take break want beer
1,grin glad smile morning packed ready rush course flight
0,worry still multitask blackberry apps iphone user single task apps
0,page hooked away life
1,break break break cannot wait cause going chill hang favourite people
0,knoww worst part fast exam cannot ever fall back asleep
1,monday boarding boat twitter going west tuesday bahama thursday
